序號,會計編碼,日期,傳票編號,摘要,種類,借,貸,借/貸,餘額
1,6114,1070103,WF20180103001,加油,1,93,
2,6123,1070103,WF20180103001,稅捐,1,5,
3,1113,1070103,WF20180103001,加油,2,,98
4,6134,1070103,WF20180103002,工商憑證費,1,400,
5,6123,1070103,WF20180103002,稅捐,1,20,
6,1113,1070103,WF20180103002,工商憑證費,2,,420
7,6113,1070104,WF20180104001,公司設備.碎紙機,1,761,
8,6123,1070104,WF20180104001,稅捐,1,38,
9,1113,1070104,WF20180104001,公司設備.碎紙機,2,,799
10,6134,1070104,WF20180104002,1.2月發票,1,18,
11,1113,1070104,WF20180104002,1.2月發票,2,,18
12,5153,1070108,WF20180108001,傳輸線.充電線,1,283,
13,6123,1070108,WF20180108001,稅捐,1,14,
14,1113,1070108,WF20180108001,傳輸線.充電線,2,,297
15,6134,1070109,WF20180109001,購買五金用品,1,274,
16,6123,1070109,WF20180109001,稅捐,1,14,
17,1113,1070109,WF20180109001,購買五金用品,2,,288
18,6134,1070109,WF20180109002,購買五金用品,1,143,
19,6123,1070109,WF20180109002,稅捐,1,7,
20,1113,1070109,WF20180109002,購買五金用品,2,,150
21,6114,1070114,WF20180114001,加油,1,124,
22,6123,1070114,WF20180114001,稅捐,1,6,
23,1113,1070114,WF20180114001,加油,2,,126
24,5124,1070114,WF20180114001,折讓,2,,4
25,6134,1070119,WF20180119001,辦理負責人自然人憑證作徵信用,1,500,
26,1113,1070119,WF20180119001,辦理負責人自然人憑證作徵信用,2,,500
27,6114,1070120,WF20180120001,加油,1,124,
28,6123,1070120,WF20180120001,稅捐,1,6,
29,1113,1070120,WF20180120001,加油,2,,126
30,5124,1070120,WF20180120001,折讓,2,,4
31,5153,1070124,WF20180124001,文具.資料本.長尾夾,1,149,
32,6123,1070124,WF20180124001,稅捐,1,7,
33,1113,1070124,WF20180124001,文具.資料本.長尾夾,2,,156
34,6134,1070130,WF20180130001,營業用公司大小章,1,590,
35,1113,1070130,WF20180130001,營業用公司大小章,2,,590
36,6134,1070130,WF20180130002,護貝稅藉證明,1,10,
37,1113,1070130,WF20180130002,護貝稅藉證明,2,,10
38,6134,1070130,WF20180130003,雙排釘書,1,60,
39,6123,1070130,WF20180130003,稅捐,1,4,
40,1113,1070130,WF20180130003,雙排釘書,2,,64
41,6112,1070202,WF20180202001,2月份辦公租金,1,500,
42,1113,1070202,WF20180202001,2月份辦公費用,2,,500
43,6134,1070202,WF20180202002,寄送創業資金申請-郵局收據,1,56,
44,1113,1070202,WF20180202002,寄送創業資金申請-郵局收據,2,,56
45,6134,1070205,WF20180205001,信用徵信,1,300,
46,1113,1070205,WF20180205001,信用徵信,2,,300
47,6114,1070207,WF20180207001,加油-至新北市開會,1,190,
48,6123,1070207,WF20180207001,加油-至新北市開會,1,10,
49,1113,1070207,WF20180207001,加油-至新北市開會,2,,200
50,5153,1070207,WF20180207002,名片,1,295,
51,6115,1070207,WF20180207002,名片,1,100,
52,6123,1070207,WF20180207002,名片,1,20,
53,1113,1070207,WF20180207002,名片,2,,415
54,6114,1070210,WF20180210001,加油,1,134,
55,6123,1070210,WF20180210001,稅捐,1,7,
56,1113,1070210,WF20180210001,加油,2,,137
57,5124,1070210,WF20180210001,加油折讓,2,,4
58,6134,1070212,WF20180212001,置物櫃鑰匙-無營業項目-認列費用-作為未來營收,1,40,
59,1113,1070212,WF20180212001,置物櫃鑰匙-無營業項目-認列費用-作為未來營收,2,,40
60,6113,1070212,WF20180212002,方形紅框,1,11,
61,6123,1070212,WF20180212002,稅捐,1,1,
62,1113,1070212,WF20180212002,方形紅框,2,,12
63,6113,1070212,WF20180212003,速乾打印台、wh-635修正帶,1,169,
64,6123,1070212,WF20180212003,稅捐,1,9,
65,1113,1070212,WF20180212003,速乾打印台、wh-635修正帶,2,,178
66,6134,1070214,WF20180214001,抹布.垃圾筒.其他用品,1,239,
67,6123,1070214,WF20180214001,稅捐,1,12,
68,1113,1070214,WF20180214001,抹布.垃圾筒.其他用品,2,,251
69,6134,1070216,WF20180216001,春節零食,1,746,
70,6123,1070216,WF20180216001,稅捐,1,38,
71,1113,1070216,WF20180216001,春節零食,2,,784
72,6134,1070216,WF20180216002,春節零食,1,179,
73,6123,1070216,WF20180216002,稅捐,1,9,
74,1113,1070216,WF20180216002,春節零食,2,,188
75,5153,1070217,WF20180217001,3轉2轉接頭(2入),1,56,
76,6123,1070217,WF20180217001,稅捐,1,3,
77,1113,1070217,WF20180217001,3轉2轉接頭(2入),2,,59
78,6112,1070222,WF20180222001,3月份辦公租金,1,500,
79,1113,1070222,WF20180222001,3月份辦公費用,2,,500
80,6114,1070222,WF20180222002,加油,1,107,
81,6123,1070222,WF20180222002,稅捐,1,5,
82,1113,1070222,WF20180222002,加油,2,,111
83,5124,1070222,WF20180222002,加油折讓,2,,1
84,6113,1070223,WF20180223001,3--4月份發票,1,18,
85,1113,1070223,WF20180223001,3--4月份發票,2,,18
86,6114,1070225,WF20180225001,停車費,1,28,
87,6123,1070225,WF20180225001,稅捐,1,2,
88,1113,1070225,WF20180225001,停車費,2,,30
89,6114,1070226,WF20180226001,加油,1,114,
90,6123,1070226,WF20180226001,稅捐,1,6,
91,1113,1070226,WF20180226001,加油,2,,116
92,5124,1070226,WF20180226001,加油折讓,2,,4
93,6134,1070226,WF20180226002,辦理旅遊採購所需證明-台胞證-拍照,1,333,
94,6123,1070226,WF20180226002,稅捐,1,17,
95,1113,1070226,WF20180226002,辦理旅遊採購所需證明-台胞證-拍照,2,,350
96,6113,1070227,WF20180227001,連續章-作廢,1,100,
97,1113,1070227,WF20180227001,連續章-作廢,2,,100
98,5153,1070301,WF20180301001,傳真事務機耗材-廠商發票計算稅額有誤,1,533,
99,6123,1070301,WF20180301001,傳真事務機耗材發票計算稅額有誤,1,27,
100,1113,1070301,WF20180301001,傳真事務機耗材,2,,560
101,6113,1070301,WF20180301002,印章,1,100,
102,1113,1070301,WF20180301002,印章,2,,100
103,6111,1070305,WF20180305001,2位員工,1,3298,
104,6120,1070305,WF20180305001,2月單位勞保費、勞工就業保險、退休金,1,742,
105,1281,1070305,WF20180305001,勞健保,1,2089,
106,1113,1070305,WF20180305001,2月單位勞保費、勞工就業保險、退休金,2,,6129
107,6114,1070307,WF20180307001,停車費,1,19,
