序號,會計編碼,日期,傳票編號,摘要,種類,借,貸,借/貸,餘額
1,6114,1070103,WF20180103001,加油,1,93,
1,6123,1070103,WF20180103001,稅捐,1,5,
1,1113,1070103,WF20180103001,加油,2,,98
1,6134,1070103,WF20180103002,工商憑證費,1,400,
1,6123,1070103,WF20180103002,稅捐,1,20,
1,1113,1070103,WF20180103002,工商憑證費,2,,420
1,6113,1070104,WF20180104001,公司設備.碎紙機,1,761,
1,6123,1070104,WF20180104001,稅捐,1,38,
1,1113,1070104,WF20180104001,公司設備.碎紙機,2,,799
1,6134,1070104,WF20180104002,1.2月發票,1,18,
1,1113,1070104,WF20180104002,1.2月發票,2,,18
1,5153,1070108,WF20180108001,傳輸線.充電線,1,283,
1,6123,1070108,WF20180108001,稅捐,1,14,
1,1113,1070108,WF20180108001,傳輸線.充電線,2,,297
1,6134,1070109,WF20180109001,購買五金用品,1,274,
1,6123,1070109,WF20180109001,稅捐,1,14,
1,1113,1070109,WF20180109001,購買五金用品,2,,288
1,6134,1070109,WF20180109002,購買五金用品,1,143,
1,6123,1070109,WF20180109002,稅捐,1,7,
1,1113,1070109,WF20180109002,購買五金用品,2,,150
1,6114,1070114,WF20180114001,加油,1,124,
1,6123,1070114,WF20180114001,稅捐,1,6,
1,1113,1070114,WF20180114001,加油,2,,126
1,5124,1070114,WF20180114001,折讓,2,,4
1,6134,1070119,WF20180119001,辦理負責人自然人憑證作徵信用,1,500,
1,1113,1070119,WF20180119001,辦理負責人自然人憑證作徵信用,2,,500
1,6114,1070120,WF20180120001,加油,1,124,
1,6123,1070120,WF20180120001,稅捐,1,6,
1,1113,1070120,WF20180120001,加油,2,,126
1,5124,1070120,WF20180120001,折讓,2,,4
1,5153,1070124,WF20180124001,文具.資料本.長尾夾,1,149,
1,6123,1070124,WF20180124001,稅捐,1,7,
1,1113,1070124,WF20180124001,文具.資料本.長尾夾,2,,156
1,6134,1070130,WF20180130001,營業用公司大小章,1,590,
1,1113,1070130,WF20180130001,營業用公司大小章,2,,590
1,6134,1070130,WF20180130002,護貝稅藉證明,1,10,
1,1113,1070130,WF20180130002,護貝稅藉證明,2,,10
1,6134,1070130,WF20180130003,雙排釘書,1,60,
1,6123,1070130,WF20180130003,稅捐,1,4,
1,1113,1070130,WF20180130003,雙排釘書,2,,64
1,6112,1070202,WF20180202001,2月份辦公租金,1,500,
1,1113,1070202,WF20180202001,2月份辦公費用,2,,500
1,6134,1070202,WF20180202002,寄送創業資金申請-郵局收據,1,56,
1,1113,1070202,WF20180202002,寄送創業資金申請-郵局收據,2,,56
1,6134,1070205,WF20180205001,信用徵信,1,300,
1,1113,1070205,WF20180205001,信用徵信,2,,300
1,6114,1070207,WF20180207001,加油-至新北市開會,1,190,
1,6123,1070207,WF20180207001,加油-至新北市開會,1,10,
1,1113,1070207,WF20180207001,加油-至新北市開會,2,,200
1,5153,1070207,WF20180207002,名片,1,295,
1,6115,1070207,WF20180207002,名片,1,100,
1,6123,1070207,WF20180207002,名片,1,20,
1,1113,1070207,WF20180207002,名片,2,,415
1,6114,1070210,WF20180210001,加油,1,134,
1,6123,1070210,WF20180210001,稅捐,1,7,
1,1113,1070210,WF20180210001,加油,2,,137
1,5124,1070210,WF20180210001,加油折讓,2,,4
1,6134,1070212,WF20180212001,置物櫃鑰匙-無營業項目-認列費用-作為未來營收,1,40,
1,1113,1070212,WF20180212001,置物櫃鑰匙-無營業項目-認列費用-作為未來營收,2,,40
1,6113,1070212,WF20180212002,方形紅框,1,11,
1,6123,1070212,WF20180212002,稅捐,1,1,
1,1113,1070212,WF20180212002,方形紅框,2,,12
1,6113,1070212,WF20180212003,速乾打印台、wh-635修正帶,1,169,
1,6123,1070212,WF20180212003,稅捐,1,9,
1,1113,1070212,WF20180212003,速乾打印台、wh-635修正帶,2,,178
1,6134,1070214,WF20180214001,抹布.垃圾筒.其他用品,1,239,
1,6123,1070214,WF20180214001,稅捐,1,12,
1,1113,1070214,WF20180214001,抹布.垃圾筒.其他用品,2,,251
1,6134,1070216,WF20180216001,春節零食,1,746,
1,6123,1070216,WF20180216001,稅捐,1,38,
1,1113,1070216,WF20180216001,春節零食,2,,784
1,6134,1070216,WF20180216002,春節零食,1,179,
1,6123,1070216,WF20180216002,稅捐,1,9,
1,1113,1070216,WF20180216002,春節零食,2,,188
1,5153,1070217,WF20180217001,3轉2轉接頭(2入),1,56,
1,6123,1070217,WF20180217001,稅捐,1,3,
1,1113,1070217,WF20180217001,3轉2轉接頭(2入),2,,59
1,6112,1070222,WF20180222001,3月份辦公租金,1,500,
1,1113,1070222,WF20180222001,3月份辦公費用,2,,500
1,6114,1070222,WF20180222002,加油,1,107,
1,6123,1070222,WF20180222002,稅捐,1,5,
1,1113,1070222,WF20180222002,加油,2,,111
1,5124,1070222,WF20180222002,加油折讓,2,,1
1,6113,1070223,WF20180223001,3--4月份發票,1,18,
1,1113,1070223,WF20180223001,3--4月份發票,2,,18
1,6114,1070225,WF20180225001,停車費,1,28,
1,6123,1070225,WF20180225001,稅捐,1,2,
1,1113,1070225,WF20180225001,停車費,2,,30
1,6114,1070226,WF20180226001,加油,1,114,
1,6123,1070226,WF20180226001,稅捐,1,6,
1,1113,1070226,WF20180226001,加油,2,,116
1,5124,1070226,WF20180226001,加油折讓,2,,4
1,6134,1070226,WF20180226002,辦理旅遊採購所需證明-台胞證-拍照,1,333,
1,6123,1070226,WF20180226002,稅捐,1,17,
1,1113,1070226,WF20180226002,辦理旅遊採購所需證明-台胞證-拍照,2,,350
1,6113,1070227,WF20180227001,連續章-作廢,1,100,
1,1113,1070227,WF20180227001,連續章-作廢,2,,100
1,5153,1070301,WF20180301001,傳真事務機耗材-廠商發票計算稅額有誤,1,533,
1,6123,1070301,WF20180301001,傳真事務機耗材發票計算稅額有誤,1,27,
1,1113,1070301,WF20180301001,傳真事務機耗材,2,,560
1,6113,1070301,WF20180301002,印章,1,100,
1,1113,1070301,WF20180301002,印章,2,,100
1,6111,1070305,WF20180305001,1位員工、員工自付1月健保費,1,3298,
1,6120,1070305,WF20180305001,2月單位勞保費、勞工就業保險、退休金,1,742,
1,1281,1070305,WF20180305001,勞健保,1,2089,
1,1113,1070305,WF20180305001,2月單位勞保費、勞工就業保險、退休金,2,,6129
1,6114,1070307,WF20180307001,停車費,1,19,
1,6123,1070307,WF20180307001,稅捐,1,1,
1,1113,1070307,WF20180307001,停車費,2,,20
1,6114,1070308,WF20180308001,加油,1,119,
1,6123,1070308,WF20180308001,加油,1,6,
1,1113,1070308,WF20180308001,加油,2,,124
1,5124,1070308,WF20180308001,加油折讓,2,,1
1,6134,1070308,WF20180308002,申請銀行查詢費 ,1,300,
1,1113,1070308,WF20180308002,申請銀行查詢費 ,2,,300
1,6113,1070311,WF20180311001,複寫紙,1,91,
1,6123,1070311,WF20180311001,複寫紙,1,5,
1,1113,1070311,WF20180311001,複寫紙,2,,96
1,6113,1070311,WF20180311002,洗相片,1,57,
1,6123,1070311,WF20180311002,洗相片,1,3,
1,1113,1070311,WF20180311002,洗相片,2,,60
1,1113,1070312,WF20180312001,扺扣業主往來,1,410000,
1,1584,1070312,WF20180312001,扺扣業主往來,2,,410000
1,1113,1070312,WF20180312002,存入1萬,1,10000,
1,1584,1070312,WF20180312002,存入1萬,2,,10000
1,1239,1070313,WF20180313001,研發支出,1,333,
1,6123,1070313,WF20180313001,研發支出,1,17,
1,1113,1070313,WF20180313001,研發支出,2,,350
1,1121,1070314,WF20180314001,透過損益按公允價值衡量之金融資產,1,25810,
1,7243,1070314,WF20180314001,透過損益按公允價值衡量之金融資產,1,40,
1,1113,1070314,WF20180314001,透過損益按公允價值衡量之金融資產,2,,25850
